age,education,default,housing,loan,contact,month,day_of_week,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,campaign,pdays,previous,poutcome
7,5,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,3,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,3,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,7,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,5,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,5,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,2,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,1,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,6,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
4,2,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,7,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,7,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,2,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,2,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,6,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,3,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,0,1,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,3,0,1,1,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
3,2,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,0,2,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,5,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,2,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,0,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,5,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,2,1,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,2,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,6,0,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,2,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,6,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,2,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,5,0,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,9,999,0,nonexistent
6,3,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,2,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
8,5,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,3,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,3,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,8,999,0,nonexistent
7,2,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,6,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,0,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,6,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,7,1,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,1,1,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,0,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,2,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,0,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,7,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,3,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
2,3,0,1,1,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
4,6,0,1,1,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,0,1,1,1,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,0,0,2,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,3,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,5,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,7,999,0,nonexistent
7,6,1,2,2,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,10,999,0,nonexistent
6,0,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,5,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,1,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
7,2,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,6,999,0,nonexistent
7,3,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,6,999,0,nonexistent
6,3,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,7,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,6,999,0,nonexistent
6,6,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,5,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,1,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,7,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,6,0,1,1,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,6,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,0,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,3,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
4,6,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
6,6,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,0,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,1,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,2,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,5,1,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
3,2,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,1,0,2,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,0,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,2,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,1,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,0,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,7,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,3,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,0,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
7,5,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,2,2,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,1,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,2,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,6,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
2,6,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,3,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,1,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
3,3,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,6,999,0,nonexistent
3,5,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
4,2,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,0,0,2,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
6,0,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,6,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,3,0,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,5,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,3,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,6,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,3,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,2,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,3,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,2,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,2,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,7,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,7,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,6,0,2,2,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,3,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,2,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
3,3,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
6,3,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
6,1,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,6,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
3,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,6,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
6,5,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,7,999,0,nonexistent
7,7,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
8,2,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,0,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,6,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,3,1,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,3,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,3,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
4,2,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,1,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,3,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
6,5,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,2,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,6,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,2,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
7,0,1,1,1,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,0,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,3,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
7,6,0,2,2,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,0,0,2,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,0,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,5,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,5,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
3,6,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,0,1,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,6,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,1,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,2,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
9,2,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
8,3,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
7,5,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,2,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
3,0,1,2,2,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
5,3,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,1,0,1,1,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,6,1,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
9,6,0,2,2,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,6,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
3,3,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,0,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
6,6,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,3,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,3,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,3,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,10,999,0,nonexistent
9,3,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,6,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,5,1,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
8,2,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
4,2,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,2,1,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,3,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
5,3,0,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,7,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
5,6,0,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,3,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,0,0,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,6,1,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
8,7,0,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,2,0,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
7,7,1,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,1,0,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
4,6,0,2,2,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
8,5,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
5,6,1,0,2,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
7,2,0,0,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,6,999,0,nonexistent
4,2,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
7,2,0,0,2,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
8,6,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
7,6,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
6,0,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
9,6,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,6,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,13,999,0,nonexistent
8,6,1,0,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
8,0,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
2,3,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,7,999,0,nonexistent
6,6,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
7,5,0,0,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,7,1,0,2,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,0,0,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,3,1,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
5,6,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
8,1,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
7,0,1,2,2,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
8,1,1,2,2,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,5,1,2,0,telephone,may,thu,5,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
5,5,0,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
7,0,1,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
8,0,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
7,7,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
6,2,1,1,1,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,2,999,0,nonexistent
8,6,1,2,0,telephone,may,thu,2,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
3,6,1,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
3,2,0,2,0,telephone,may,thu,1,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
6,3,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,1,999,0,nonexistent
5,6,0,2,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
4,2,0,0,0,telephone,may,thu,3,1.1,93.994,-36.4,4.86,5191.0,4,999,0,nonexistent
4,2,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,5,999,0,nonexistent
7,0,0,2,0,telephone,may,thu,4,1.1,93.994,-36.4,4.86,5191.0,3,999,0,nonexistent
